Measurement Name :,20221026_SDR710_Plate12,,Generated On :,"26/10/2022, 13:05:45",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.10.22 12:53:28,23.8,71.56,80.44,101.17,77.51,83.37,85.97,98.36,77.83,91.03,84.32,116.05,76.6,98.33,83.37,99.68,92.48,100.46,79.46,107.85,70.85,81.59,88.82,104.98,80.5,,30,965,36,30.13,
26.10.22 12:53:43,24.05,71.56,80.31,101.03,77.24,83.51,85.97,98.07,77.69,91.03,84.18,115.88,76.33,98.18,83.51,99.68,92.28,100.31,78.87,108,70.4,81.72,88.66,104.83,79.94,,30,965,36,30.13,
26.10.22 12:53:58,24.3,71.56,80.04,101.03,77.1,82.96,85.83,98.07,77.41,91.18,83.9,115.71,76.05,98.18,83.37,99.36,91.7,100.15,78.43,108,70.09,81.32,88.51,104.68,79.52,,30,965,36,30.13,
26.10.22 12:54:13,24.55,71.44,80.04,101.17,77.24,83.23,85.97,98.07,77.28,91.46,83.9,115.88,75.78,98.33,83.51,99.36,91.5,100.15,78.29,108,70.09,81.46,88.51,104.83,79.24,,30,965,36,30.13,
26.10.22 12:54:28,24.8,71.31,79.64,101.03,76.83,82.96,85.83,97.77,76.87,91.46,83.63,115.37,75.36,98.02,83.23,99.04,91.3,99.54,77.85,107.85,69.64,81.19,88.19,104.68,78.55,,30,965,36,30.13,
26.10.22 12:54:43,25.05,71.31,79.91,100.88,76.56,82.41,85.68,97.62,76.59,91.6,83.49,115.54,74.81,98.02,83.1,98.72,90.72,99.08,77.27,107.85,69.33,81.05,87.88,104.53,78.27,,30,965,36,30.13,
26.10.22 12:54:58,25.3,71.31,79.78,100.73,76.56,82.27,85.68,97.48,76.05,91.75,83.22,115.54,74.67,97.87,82.96,98.4,90.52,98.92,77.12,107.85,69.18,80.92,87.57,104.53,77.71,,30,965,36,30.13,
26.10.22 12:55:13,25.55,71.31,79.78,100.73,76.43,82,85.54,97.33,75.91,92.03,82.94,115.71,74.4,97.87,82.96,98.24,90.33,98.62,76.83,107.85,69.03,81.32,87.72,104.53,77.16,,30,965,36,30.13,
26.10.22 12:55:28,25.8,71.18,79.64,100.73,76.16,81.59,85.54,97.03,75.64,92.03,82.94,115.54,74.26,97.87,82.82,98.24,89.94,98.46,76.54,107.85,68.73,81.32,87.72,104.53,76.88,,30,965,36,30.13,
26.10.22 12:55:43,26.05,71.05,79.78,100.73,76.16,81.18,85.11,97.03,75.37,92.18,82.67,115.54,74.4,97.87,82.68,97.92,89.55,98.31,76.69,107.7,68.58,81.32,87.41,104.38,76.33,,30,965,36,30.13,
26.10.22 12:55:58,26.3,71.05,79.51,100.44,76.03,80.91,84.68,96.74,75.23,92.32,82.53,115.37,73.99,97.72,82.55,97.76,89.35,98.16,76.54,107.85,68.28,81.32,87.25,104.22,76.05,,30,965,36,30.13,
26.10.22 12:56:13,26.55,71.05,79.64,100.59,75.76,80.64,84.68,96.74,75.09,92.46,82.53,115.54,73.99,97.72,82.41,97.61,89.35,97.54,76.54,107.7,68.28,81.19,87.25,104.38,75.36,,30,965,36,30.13,
26.10.22 12:56:28,26.8,70.93,79.38,100.59,75.49,80.37,84.4,96.44,74.82,92.32,82.39,115.37,73.57,97.42,82.14,97.13,88.96,97.09,76.11,107.7,67.97,81.32,86.78,104.07,74.81,,30,965,36,30.14,
26.10.22 12:56:43,27.05,71.18,79.38,100.44,75.36,80.64,84.12,96.44,74.96,92.32,82.26,115.37,73.71,97.42,82,97.13,88.96,96.93,76.4,107.85,67.52,81.32,86.94,104.22,74.54,,30,965,36,30.13,
26.10.22 12:56:58,27.3,71.18,79.24,100.44,75.36,80.5,83.97,96.29,74.69,92.32,82.12,115.37,73.44,97.42,81.86,96.65,88.77,96.93,76.25,107.85,67.52,81.19,86.63,103.92,74.26,,30,965,36,30.14,
26.10.22 12:57:13,27.55,71.05,79.11,100.44,75.09,80.37,83.83,96.15,74.28,92.18,81.85,115.37,73.3,97.12,81.59,96.49,88.38,96.63,76.25,107.7,67.52,81.19,86.47,103.92,73.99,,30,965,36,30.14,
26.10.22 12:57:28,27.8,71.05,78.85,100,75.09,80.37,83.69,95.71,74.01,92.03,81.57,115.2,73.03,97.12,81.05,96.18,87.99,96.63,76.25,107.7,67.07,81.19,86.47,103.77,73.71,,30,965,36,30.13,
26.10.22 12:57:43,28.05,71.31,78.98,100.29,75.09,80.23,83.83,95.85,74.01,92.03,81.44,115.37,73.03,97.12,81.05,96.18,87.99,96.63,76.4,107.85,66.92,80.92,86.47,103.92,73.85,,30,965,36,30.14,
26.10.22 12:57:58,28.3,71.18,78.71,100.15,74.82,79.96,83.55,95.71,73.87,91.89,81.16,115.2,72.75,96.81,80.5,95.86,87.6,96.63,76.4,107.7,66.62,80.92,86.16,103.92,73.57,,30,965,36,30.14,
26.10.22 12:58:13,28.55,71.18,78.85,100.15,74.56,80.23,83.41,95.41,73.74,91.75,80.76,115.2,72.62,96.81,80.23,95.7,87.21,96.78,76.4,107.55,66.47,80.79,86,103.92,73.44,,30,965,36,30.14,
26.10.22 12:58:28,28.8,70.93,78.45,99.85,74.42,79.96,82.98,95.26,73.47,91.6,80.21,115.03,72.48,96.66,79.96,95.39,86.63,96.63,76.11,107.4,66.02,80.65,85.54,103.47,73.03,,30,965,36,30.17,
26.10.22 12:58:43,29.05,71.05,78.71,100,74.16,79.82,83.12,95.26,73.47,91.6,80.08,115.03,72.34,96.51,79.82,95.23,86.44,96.63,76.25,107.4,65.72,80.65,85.07,103.62,72.89,,30,965,36,30.17,
26.10.22 12:58:58,29.3,71.05,78.45,99.71,73.62,79.82,82.98,94.97,73.47,91.46,79.67,114.86,72.07,96.36,79.55,95.23,85.85,96.63,76.11,107.55,65.42,80.52,84.76,103.62,72.75,,30,965,36,30.17,
26.10.22 12:59:13,29.55,71.18,78.45,100,73.49,79.82,82.98,94.97,73.6,91.46,79.67,115.2,72.07,96.51,79.28,95.23,85.66,96.78,76.69,107.7,65.42,80.52,84.91,103.62,72.62,,30,965,36,30.17,
26.10.22 12:59:28,29.8,71.05,78.58,99.71,73.23,79.69,82.84,94.82,73.6,91.32,79.26,115.03,71.93,96.21,79.42,94.91,85.27,96.63,76.4,107.7,65.12,80.38,84.6,103.47,72.34,,30,965,36,30.17,
26.10.22 12:59:43,30.05,70.93,78.32,99.41,72.96,79.42,82.56,94.53,73.33,91.03,78.99,114.86,71.66,95.91,79.01,94.44,84.69,96.32,76.25,107.25,64.37,79.98,84.6,103.31,72.07,,30,965,36,30.17,
26.10.22 12:59:58,30.3,71.05,78.18,99.56,72.83,79.42,82.41,94.53,73.47,91.03,78.72,114.86,71.39,96.06,79.01,94.6,84.5,96.78,76.11,107.55,64.07,80.12,84.29,103.31,71.93,,30,965,36,30.17,
26.10.22 13:00:13,30.55,70.8,78.18,99.71,72.7,79.42,82.27,94.38,73.47,91.18,78.45,114.86,71.12,95.91,78.74,94.44,84.31,96.63,75.96,107.7,63.62,80.12,84.29,103.16,71.8,,30,965,36,30.17,
26.10.22 13:00:28,30.8,70.93,77.92,99.41,72.7,79.15,81.85,94.24,73.2,91.03,78.04,114.69,70.71,95.61,78.47,94.12,83.73,96.48,75.82,107.55,63.32,79.85,84.14,103.16,71.53,,30,965,36,30.17,
26.10.22 13:00:43,31.05,70.67,77.79,99.41,72.43,79.15,81.43,94.09,73.2,90.89,77.64,114.52,70.44,95.46,78.34,94.12,83.54,96.32,75.82,107.4,62.88,79.72,83.98,103.16,71.39,,30,965,36,30.17,
26.10.22 13:00:58,31.3,70.8,77.66,99.41,72.43,79.28,81.14,93.94,73.33,90.75,77.51,114.52,70.44,95.61,78.07,93.97,83.35,96.32,75.96,107.55,62.73,79.72,83.52,103.16,71.25,,30,965,36,30.19,
26.10.22 13:01:13,31.55,70.55,77.26,98.98,72.17,79.28,80.72,93.65,73.2,90.61,77.1,114.52,70.03,95.16,77.8,93.65,82.96,96.17,75.96,107.4,62.43,79.45,83.05,102.86,71.12,,30,965,36,30.17,
26.10.22 13:01:28,31.8,70.42,77.13,99.12,72.03,79.01,80.58,93.51,73.06,90.61,76.83,114.52,69.76,95.01,77.39,93.49,82.77,95.87,75.82,107.4,62.13,79.32,82.74,102.86,70.71,,30,965,36,30.17,
26.10.22 13:01:43,32.05,70.55,77.13,99.12,71.9,79.01,80.3,93.51,73.2,90.32,76.56,114.18,69.36,95.01,77.26,93.34,82.58,95.71,75.67,107.4,61.98,79.18,82.74,102.86,70.71,,30,965,36,30.2,
26.10.22 13:01:58,32.3,70.42,77,98.98,72.03,79.01,80.02,93.36,73.2,90.32,76.43,114.18,69.22,94.86,76.86,93.34,82,95.71,75.67,107.4,61.39,79.05,82.59,103.01,70.57,,30,965,36,30.2,
26.10.22 13:02:13,32.55,70.17,76.86,98.98,71.5,78.61,79.74,92.92,72.93,90.04,76.16,114.01,68.82,94.56,76.32,92.87,81.62,95.41,75.53,107.1,60.65,78.78,82.28,102.71,70.44,,30,965,36,30.21,
26.10.22 13:02:28,32.8,70.17,76.6,98.69,71.5,78.61,79.6,93.07,73.06,90.18,76.16,114.01,68.55,94.56,76.19,93.02,81.04,95.11,75.53,107.25,60.65,78.78,82.13,102.71,70.44,,30,965,36,30.2,
26.10.22 13:02:43,33.05,70.17,76.6,98.83,71.37,78.47,79.32,92.92,73.06,89.9,75.76,114.01,68.14,94.41,75.92,92.71,81.04,94.95,75.67,107.55,60.35,78.52,82.13,102.56,70.03,,30,965,36,30.2,
26.10.22 13:02:58,33.3,70.04,76.21,98.69,71.11,78.34,79.04,92.63,72.93,89.9,75.49,113.67,68.01,94.11,75.65,92.55,80.28,94.5,75.38,107.25,59.91,78.52,82.28,102.41,70.17,,30,965,36,30.21,
26.10.22 13:03:13,33.55,69.91,75.94,98.69,71.11,78.2,79.04,92.63,72.79,89.9,75.36,113.5,68.01,93.96,75.52,92.24,79.89,94.35,75.38,107.4,59.62,78.39,82.13,102.26,69.9,,30,965,36,30.21,
26.10.22 13:03:28,33.8,69.91,76.21,98.69,70.98,78.34,79.04,92.48,72.66,89.9,75.09,113.84,68.01,93.96,75.38,92.55,79.89,94.5,75.53,107.4,59.47,78.52,82.28,102.56,70.03,,30,965,36,30.21,
26.10.22 13:03:43,34.05,69.79,75.68,98.39,70.58,77.93,78.48,92.34,72.25,89.47,74.69,113.33,67.6,93.66,74.98,91.77,79.13,94.2,75.09,107.1,58.44,78.25,81.82,102.26,69.63,,30,965,36,30.21,
26.10.22 13:03:58,34.3,69.79,75.29,98.1,70.19,77.8,78.34,91.9,71.71,89.47,74.29,112.99,67.33,93.21,74.72,91.61,78.75,94.05,74.95,106.95,58,77.86,81.82,101.95,69.36,,30,965,36,30.21,
26.10.22 13:04:13,34.55,69.79,75.16,98.1,69.92,77.66,78.2,92.05,71.58,89.47,74.16,113.16,67.47,93.21,74.58,91.61,78.18,94.05,75.09,107.25,57.41,77.86,81.66,102.11,69.49,,30,965,36,30.21,
26.10.22 13:04:28,34.8,69.66,74.89,98.25,69.66,77.53,78.34,91.9,71.44,89.33,74.02,113.33,67.33,93.21,74.58,91.46,77.42,93.74,74.95,106.95,57.12,77.59,81.66,102.11,69.49,,30,965,36,30.23,
26.10.22 13:04:43,35.05,69.54,74.76,97.96,69.53,77.26,78.06,91.47,71.04,89.04,73.76,112.99,67.2,92.91,74.18,90.99,77.04,93.44,74.8,106.95,56.68,77.33,81.66,101.95,69.09,,30,965,36,30.21,
26.10.22 13:04:58,35.3,69.54,74.5,97.81,69.27,77.12,78.06,91.61,70.77,89.19,73.62,112.82,67.2,92.76,74.05,90.83,76.47,93.29,74.66,106.95,56.38,77.19,81.51,101.95,69.09,,30,965,36,30.21,
